ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,FLAG_NM,REGIST_AT,TEL_NO,OPNNG_DE,REGIST_DC,REGIST_DE,REGIST_NO,HMPG_ADDR,SOUND_PROVD_AT,SOUND_UTILIIZA_PRICE,MOBILE_PROVD_AT,LND_AR_VALUE,BULD_AR_VALUE,DSPY_AR_CN,AR_CN,EDC_FCLTY_AR_VALUE,OFFM_AR_CN,DATA_SPCE_AR_VALUE,DATA_CO,PBLPRFR_CAS_CO,TOT_PROGRM_CO,OPNNG_DAY_CO,VIEWNG_NMPR_CO,DAY_AVRG_VIEWNG_NMPR_CO,VIEWNG_PRICE,INFN_VIEWNG_PRICE,SCHBOY_VIEWNG_PRICE,MSKLSD_VIEWNG_PRICE,ADULT_VIEWNG_PRICE,GRP_DSCNT_RT,ETC_DSCNT_RT,DSCNT_CN,FRE_TRGET_CN,SPECL_VIEWNG_PRICE,INFN_SPECL_VIEWNG_PRICE,SCHBOY_SPECL_VIEWNG_PRICE,MSKLSD_SPECL_VIEWNG_PRICE,ADULT_SPECL_VIEWNG_PRICE,GRP_SPECL_VIEWNG_RT,ETC_SPECL_VIEWNG_DSCNT_RT,ETC_SPECL_VIEWNG_DSCNT_CN,FRE_SPECL_VIEWNG_PRICE,NMPR_CO,GVRNM_EMP_SM_CO,QUALF_HOLD_CO,TOT_CNTRCT_EMP_CO,CNTRCT_EMP_CRTFCT_CO,GNRL_GVRNM_EMP_CO,CNTRCT_EMP_CO,PUBLIC_INTN_CO,PUBLIC_VLNTER_CO,ARTGR_EMP_CO,CURTR_QUALF_HOLD_CO,CURTR_NTHG_QUALF_HOLD_CO,PRFSN_CO,GNRL_EMP_CO,PRVATE_INTN_CO,PRVATE_VLNTER_CO,RM_CN,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCDMART25N000000070","문화시설","미술관","경인교육대학교 미술관 지누지움","인천","계양구","2824510200","계산동","2824561100","계산1동","282453155001","인천광역시 계양구 계산로 62","21044","다사309488","126.7188421","37.53670489","대학","1종","032-540-1208","2018.05.01","O","2023.02.21","인천-대학13-2023-01호","edu.ginue.ac.kr/ginuesium/Main.do","X",,"X","135,940","483","249",,"107","31",,,"연6회","2","285","5,795","20",,,,,,,,,"전체",,,,,,,,,"전체","3","0","0",,"2","1",,,,"0",,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000071","문화시설","미술관","광주시립미술관","광주","북구","2917010900","운암동","2917060200","운암2동","291703162082","광주광역시 북구 하서로 52","61104","다라440877","126.8857358","35.18323305","공립","1종","062-613-7100","1992.08.01","O","1993.02.11","광주-공립13-1993-01호","artmuse.gwangju.go.kr","O","무료","O","143,293","13,330","2,921",,"680","439","129","11,597","연9회","7","310","138,791","448",,,,,,,,,"전체",,,,,,,,,,"341","12","10",,,"27",,"4","300",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000072","문화시설","미술관","시화문화마을금봉미술관","광주","북구","2917011300","각화동","2917065000","문화동","291702162001","광주광역시 북구 각화대로 91","61142","다라490872","126.9404082","35.17956429","공립","1종","062-269-9883","2015.06.04","O","2015.09.21","광주-공립13-2015-01호","gbartmuseum.or.kr","X",,"X","16,268","983","406",,,"33",,,"연10회 이상","8","306","13,359","44",,,,,,,,,"전체",,,,,,,,,"전체","2","0","0",,"1",,"1",,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000073","문화시설","미술관","양림미술관","광주","남구","2915511300","양림동","2915551000","양림동","291553161016","광주광역시 남구 제중로 70","61640","다라465829","126.9129673","35.14055371","공립","미등록","062-607-2315","2012.12.27","X","미등록","미등록","blog.naver.com/yangrimart","X",,"X","158","318","318",,,,,,"연9회",,"276","3,100","11",,,,,,,,,"전체",,,,,,,,,"전체","1","0","0",,,"1",,,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000074","문화시설","미술관","이강하미술관","광주","남구","2915511300","양림동","2915551000","양림동","291554283745","광주 남구 3.1만세운동길 6","61663","다라467825","126.9156646","35.13690726","공립","1종","062-674-8515","2018.02.09","O","2018.07.02","광주-공립13-2018-02호","www.lkh-artmuseum.com","X",,"X","373","232","200",,,"19",,,"연4~5회","3","273","12,780","47",,,,,,,,,"전체",,,,,,,,,"전체","3","0","0",,"2",,"1",,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000075","문화시설","미술관","국윤미술관","광주","동구","2911011900","소태동","2911073000","지원1동","291103159010","광주광역시 동구 의재로 82","61496","다라486820","126.9365211","35.13189236","사립","1종","062-232-7335","2008.07.21","O","2008.06.17","광주-사립13-2008-01호","cafe.daum.net/yywol","X",,"X","248","576","124",,"118","33","33","200","연8회","7","330","3,724","11",,,,,,,,,"전체",,,,,,,,,"전체","8","0","0",,,,,,,"4","4",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000076","문화시설","미술관","드영미술관","광주","동구","2911012100","운림동","2911071000","학운동","291104277145","광주광역시 동구 성촌길 6","61493","다라502822","126.9534815","35.13429786","사립","1종","062-223-6515","2018.05.01","O","2018.05.01","광주-사립13-2018-01호","www.deyoungmuseum.co.kr","O","무료","O","1,405","1,222","376",,"70","89","32","250","연3회","4","355","8,800","25",,,,,,,,,"전체",,,,,,,,,"전체","8","0","0",,,,,,,"4","2","1","1",,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000077","문화시설","미술관","무등현대미술관","광주","동구","2911012100","운림동","2911071000","학운동","291104277206","광주광역시 동구 증심사길 9","61493","다라502822","126.9537242","35.13418204","사립","1종","062-223-6677","2007.12.17","O","2007.07.26","광주-사립13-2007-01호","https://cafe.naver.com/mdmoca","X",,"X","1,388","602","412",,,"20",,,"연6회","2","275","6,648","24",,,,,,,,,"전체",,,,,,,,,"전체","10","0","0",,,,,,,"5","4",,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000078","문화시설","미술관","소암미술관","광주","남구","2915510300","서동","2915554500","사직동","291553162073","광주광역시 남구 중앙로 83-1","61637","다라459833","126.9070168","35.14378383","사립","1종","062-671-7711","2017.07.12","O","2017.08.22","광주-사립13-2017-02호","www.soam-museum.com","X",,"X","335","221","159",,"89","9","10","204","연7회","18","179","7,980","45",,,,,,,,,"전체",,,,,,,,,"전체","8","0","0",,,,,,,"4","4",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000079","문화시설","미술관","우제길미술관","광주","동구","2911012100","운림동","2911071000","학운동","291103159010","광주광역시 동구 의재로 140-6","61494","다라492819","126.9430427","35.13180762","사립","1종","062-224-6601","1999.09.01","O","2001.04.13","광주-사립13-2001-01호","www.wooart.co.kr","X",,"X","1,018","1,139","129",,"129","40","20",,"연9회","6","312","6,645","21","3,000","3,000","3,000","3,000","3,000",,,"문화누리카드","만 48개월 미만 유아, 국가보훈대상자, 기초수급자, 장애인(1~3급) 등","3,000","3,000","3,000","3,000","3,000",,,"문화누리카드","만 48개월 미만 유아, 국가보훈대상자, 기초수급자, 장애인(1~3급) 등","8","0","0",,,,,,,"4","4",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000080","문화시설","미술관","은암미술관","광주","동구","2911010500","대의동","2911052500","충장동","291104277144","광주광역시 동구 서석로 85번길 8-12","61474","다라472840","126.9206546","35.15001346","사립","2종","062-226-6677","2010.06.18","O","2011.03.15","광주-사립21-2011-01호","www.eunam.org","X",,"X","441","2,608","398",,"55","39","10","500","연10회","5","256","7,680","30",,,,,,,,,"전체",,,,,,,,,,"14","0","0",,,,,,,"7","3","2","2",,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000081","문화시설","미술관","의재미술관","광주","동구","2911012100","운림동","2911071000","학운동","291104277206","광주광역시 동구 증심사길 155","61493","다라514817","126.9673915","35.12937059","사립","1종","062-222-3040","2001.11.17","O","2004.08.18","광주-사립13-2004-01호","www.uijae.org","X",,"X","6,048","1,562","630",,"70","141",,,"연3회","9","240","9,862","41","2,000","0","0","1,000","2,000","50",,,"13세 이하, 65세 이상 관람객","2,000","0","0","1,000","2,000","50",,,"13세 이하, 65세 이상 관람객","8","0","0",,,,,,,"4","3",,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000082","문화시설","미술관","주안미술관","광주","동구","2911010100","대인동","2911052500","충장동","291103009006","광주광역시 동구 제봉로 197","61473","다라467843","126.9156585","35.15337504","사립","1종","062-222-2083","2015.12.01","O","2015.12.01","광주-사립13-2015-02호","www.juanartmuseum.org","X",,"X","203","131","125",,,"13","40","350","연6회","27","363","1,579","4",,,,,,,,,"전체",,,,,,,,,"전체","10","0","0",,,,,,,"5","5",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000083","문화시설","미술관","광주대학교 호심미술관","광주","남구","2915510800","진월동","2915570500","진월동","291553161020","광주광역시 남구 효덕로 277","61743","다라449791","126.8961699","35.10590365","대학","2종","062-670-2173","2017.01.01","O","2019.10.04","광주-대학21-2019-01호","www.gwangju.ac.kr","X",,"X","1,992","405","135",,"68","34",,,"연22회",,"274","10,960","40",,,,,,,,,,,,,,,,,,"전체","4","0","0",,,,,,,"2","1",,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000084","문화시설","미술관","조선대학교 미술관","광주","동구","2911011800","서석동","2911065500","서남동","291104861178","광주 동구 조선대길 73","61452","다라481834","126.930934","35.14465855","대학","1종","062-230-7832","1989.01.01","O","2008.12.17","광주-대학13-2008-02호","artmuseum.chosun.ac.kr","X",,"X","3,239","1,469","1,057",,,"99","163",,"연4회",,"263","11,309","43",,,,,,,,,,,,,,,,,,,"10","0","0",,,,,,,"5","3",,,,"2",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000085","문화시설","미술관","대전시립미술관","대전","서구","3017012800","만년동","3017065000","만년동","301702166001","대전광역시 서구 둔산대로 155","35204","다바897188","127.3857263","36.36704787","공립","1종","042-270-7370","1998.04.15","O","1998.06.29","대전-공립13-1998-01호","www.daejeon.go.kr","X",,"O","648,716","11,081","2,954",,"426","205","164","24,220","연 5회","10","244","147,191","603","500","300","300","300","500","20","20","매월 마지막 주 수요일 무료","국빈·외국사절단 및 그 수행자, 6세 이하의 어린이, 65세 이상 노인, 장애인등록증 소지자, 국가유공자, 독립유공자, 참전유공자, 고엽제후유증자, 5·18민주유공자, 특수임무유공자, 억류지 출신 포로가족, 의상자, 공무수행자, 꿈나무 사랑카드 소지자, 대전광역시 명예시민증 소지자 등","5,000","0","3,000","4,000","5,000","20","20","매월 마지막 주 수요일 무료","국빈·외국사절단 및 그 수행자, 6세 이하의 어린이, 65세 이상 노인, 장애인등록증 소지자, 국가유공자, 독립유공자, 참전유공자, 고엽제후유증자, 5·18민주유공자, 특수임무유공자, 억류지 출신 포로가족, 의상자, 공무수행자, 꿈나무 사랑카드 소지자, 대전광역시 명예시민증 소지자 등","30","10","5","5",,"12",,,"8",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000086","문화시설","미술관","이응노미술관","대전","서구","3017012800","만년동","3017065000","만년동","301702166001","대전광역시 서구 둔산대로 157","35204","다바898188","127.3870189","36.36686823","공립","1종","042-611-9800","2007.05.03","O","2012.02.19","대전-공립13-2012-01호","www.leeungnomuseum.or.kr","X",,"O","8,100","2,700","472",,"154","111","57","9,743","연4회","6","239","76,340","319","500","300","300","300","300","20",,,"65세이상, 9세이하, 유공자및유족증소지자,고엽제후유의증환자증소지자,명예시민증소지자(배우자포함),선거투표참여자,복지카드소지자및보호자,다자녀, 꿈나무사랑카드소지자","1,000","0","600","600","600","20","50","대전시민","65세 이상, 9세 이하, 유공자및유족증소지자, 고엽제후유의증환자증소지자, 명예시민증소지자(배우자포함), 선거투표참여자, 복지카드소지자및보호자, 다자녀 꿈나무사랑카드소지자","16","0","0","4",,,,,"12",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000087","문화시설","미술관","남철미술관(휴관)","대전","서구","3017010800","괴정동","3017056000","괴정동","301703166004","대전광역시 서구 갈마로 173-1","35290","다바888157","127.3759676","36.33897188","사립","1종","042-525-2094","2001.11.24","O","2001.06.11","대전-사립13-2001-02호",,"X",,"X","524","381","331",,,"49","15",,,,"0","-","-",,,,,,,,,,,,,,,,,,,"0","0","0",,,,,,,"0",,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000088","문화시설","미술관","성암미술관","대전","유성구","3020011100","봉명동","3020053000","온천1동","302003167044","대전광역시 유성구 온천동로 19-1","34187","다바864173","127.3488413","36.35367969","사립","1종","042-822-7882","2011.12.27","O","2011.12.22","대전-사립13-2011-01호","https://blog.naver.com/ami4027","X",,"X","430","531","247",,"30","10","20","1,000","연2회","1","128","203","2",,,,,,,,,,"4,000","0","3,000","3,000","4,000","50","25","문화의날 50% 할인, 경로, 장애인, 군인 25% 할인","미취학(유치원포함)","4","0","0",,,,,,,"2",,"1","1",,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000089","문화시설","미술관","여진불교미술관(휴관)","대전","유성구","3020014300","탑립동","3020060000","관평동","302003167043","대전광역시 유성구 엑스포로 624","34041","다바915237","127.4061155","36.41077032","사립","1종","042-934-8466","2005.11.22","O","2005.11.21","대전-사립13-2005-03호",,"X",,"X","10,321","1,744","1,604",,,,,,,,"0","-","-",,,,,,,,,"전체",,,,,,,,,,"0","0","0",,,,,,,"0",,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000090","문화시설","미술관","울산시립미술관","울산","중구","3111010400","북정동","3111058500","중앙동","311104862026","울산광역시 중구 미술관길 72","44468","마마650306","129.3207129","35.55815406","공립","1종","052-211-3800","2022.01.06","O","2021.12.23","울산-공립13-2021-01호","www.ulsan.go.kr/s/uam","X",,"X","6,182","12,830","2,318",,"531","344","149","2,116","연9회","13","311","105,941","341","1,000","0","0","0","1,000","30","50","울산시민 500원","한부모·다자녀가정, 국가·독립·참전유공자, 고엽제후유의증환자, 5·18민주유공자, 특수임무유공자, 의사상자, 장애인, 국빈유공자, 외국사절단, 학술연구 및 공무수행출입자, 19세미만 또는 65세이상의 자, 작품기증자 및 그 가족, 단체인솔 교원 및 관광안내사 등 * 65세 이상 노인 등등","1,000","0","0","0","1,000","30","50","울산시민 500원","한부모·다자녀가정, 국가·독립·참전유공자, 고엽제후유의증환자, 5·18민주유공자, 특수임무유공자, 의사상자, 장애인, 국빈유공자, 외국사절단, 학술연구 및 공무수행출입자, 19세미만 또는 65세이상의 자, 작품기증자 및 그 가족, 단체인솔 교원 및 관광안내사 등 * 65세 이상 노인 등","19","10","10",,,"9",,,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000091","문화시설","미술관","경기도미술관","경기","안산시","4127310700","초지동","4127357000","초지동","412733191020","경기도 안산시 단원구 동산로 268","15385","다사388253","126.8099553","37.32506273","공립","1종","031-481-7200","2006.10.25","O","2007.01.17","경기-공립13-2007-01호","gmoma.ggcf.kr","X",,"O","10,000","8,277","2,115",,"620","328","80","14,328","연5회","25","311","125,679","404",,,,,,,,,,,,,,,,,,,"47","0","0","7",,,"1","4","35",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000092","문화시설","미술관","경기도자미술관","경기","이천시","4150010200","관고동","4150053000","관고동","415004421055","경기도 이천시 경충대로 2697번길 231","17379","다사932196","127.4233575","37.27583191","공립","1종","031-645-0730","2001.08.10","O","2007.02.16","경기-공립13-2007-02호","www.kocef.org, www.gmocca.org","X",,"O","197,093","6,926","1,927",,"737","79","429","16,474","기획전1회/ 특별전1회","7","285","135,731","476","3,000","0","2,000","2,000","3,000","33","50(경기도민)",,"유공자, 국민기초생활자, 장애인1-3등급, 한국도자재단 등록도예인, 상이군경, 공무수행 공무원, 다자녀가정(2자녀이상), ICOM,예술인패스카드 소지자, 보훈보상대상자와 배우자, 선위유족 등, 지원공상순직군경 소지자 등",,,,,,,,,,"453","3","3","1",,,"1",,"448",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000093","문화시설","미술관","경기생활도자미술관","경기","여주시","4167012000","천송동","4167053000","오학동","416704442277","경기도 여주시 신륵사길 7","12636","라사136223","127.6545462","37.30014504","공립","1종","031-887-8250","2001.07.01","O","2007.12.20","경기-공립13-2007-13호","www.kocef.org
www.gmocca.org","X",,"X","62,581","2,858","934",,,"40",,,"연4회","2","270","39,116","145",,,,,,,,,"전체",,,,,,,,,"전체","290","0","0","2",,,,,"288",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000094","문화시설","미술관","고양시립 아람미술관","경기","고양시","4128510500","마두동","4128556000","마두1동","412853192094","경기도 고양시 일산동구 중앙로 1286","10409","다사360626","126.7744583","37.6614856","공립","1종","031-960-0180","2007.05.31","O","2011.09.01","경기-공립13-2011-07호","www.artgy.or.kr","X",,"O","54,239","1,961","2,802",,,"100","78","500","연13회","21","308","27,645","90",,,,,,,,,"전체","15,500","11,500","11,500","11,500","11,500","50","30","문화가 있는 날 1000~4000원 할인, 고양시민 1000원~2500원 할인","24개월 미만, 65세 이상, 장애인 및 국가유공자 본인(중증장애인에 대하여 동반 1인 무료), 문화누리 카드 소지자","6","0","0","2",,,"4",,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000095","문화시설","미술관","김홍도미술관","경기","안산시","4127110800","성포동","4127159000","성포동","412713190071","경기도 안산시 상록구 충장로 422","15294","다사425243","126.8517361","37.31605248","공립","1종","031-481-0505","2013.04.05","O","2016.02.17","경기-공립13-2016-01호","www.ansanart.com","X",,"O","11,315","3,072","1,398",,"342","16","36","1,000","연4회","2","311","58,251","187",,,,,,,,,"전체","4,000","0","2,000","2,000","4,000",,"50","안산시민 50% 할인","미취학 아동, 65세 이상, 장애인, 임산부","1048","2","2",,,,"8",,"1,038",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000096","문화시설","미술관","백남준아트센터","경기","용인시","4146310300","상갈동","4146353000","상갈동","414633204031","경기도 용인시 기흥구 백남준로 10","17068","다사654189","127.1104379","37.26914663","공립","1종","031-201-8500","2008.10.08","O","2008.09.08","경기-공립13-2008-16호","njp.ggcf.kr","O","무료","O","27,617","5,605","1,157",,"251","343","40","7,143","연6회","16","311","186,583","600",,,,,,,,,"전체",,,,,,,,,"전체","74","8","8","17",,,"1",,"48",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000097","문화시설","미술관","성남큐브미술관","경기","성남시","4113510700","야탑동","4113564000","야탑3동","411352000005","경기도 성남시 분당구 성남대로 808","13514","다사673338","127.1305599","37.40295657","공립","2종","031-783-8000","2010.08.06","O","2012.09.05","경기-공립21-2012-09호","https://museum.snart.or.kr/","X",,"X","1,131","4,538","1,131",,,"85",,,"연11회","10","305","42,016","138",,,,,,,,,"전체",,,,,,,,,"전체
※공동주최 전시는 전시별 상이","9","6","6","2",,,,"1",,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000098","문화시설","미술관","수원시립미술관","경기","수원시","4111513000","신풍동","4111574000","행궁동","411153012006","경기도 수원시 팔달구 정조로 833","16252","다사570205","127.0158251","37.28270503","공립","1종","031-228-3800","2015.10.08","O","2017.11.21","경기-공립13-2017-05호","suma.suwon.go.kr","O","무료","O","6,404","9,662","2,059",,"175","198",,,"연5회","20","309","119,259","386","4,000","0","1,000","2,000","4,000","50","25","문회의 날, ICOM카드, 예술인 패스, 수원시 명예이민증 소지자 무료, 수원시민 25%, 자원봉사카드소지자 50%, 다자녀 50%","7세 미만 어린이, 65세 이상 어르신, 장애의 정도가 심한장애인, 기초수급자, 국가보훈대상자 등","4,000","0","1,000","2,000","4,000","50","25","문회의 날, ICOM카드, 예술인 패스, 수원시 명예이민증 소지자 무료, 수원시민 25%, 자원봉사카드소지자 50%, 다자녀 50%","7세 미만 어린이, 65세 이상 어르신, 장애의 정도가 심한장애인, 기초수급자, 국가보훈대상자 등","862","17","14",,"4","13",,,"831",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000099","문화시설","미술관","양주시립장욱진미술관","경기","양주시","4163034024","장흥면 석현리","4163034000","장흥면","416303212007","경기도 양주시 장흥면 권율로 193","11519","다사514704","126.9492504","37.73281632","공립","1종","031-8082-4245","2014.04.28","O","2014.07.08","경기-공립13-2014-03호","changucchin.yangju.go.kr","X",,"X","11,279","1,852","481",,"158","60","45","300","연4회","15","310","64,484","208","5,000","0","1,000","1,000","5,000","20",,"문화가 있는 날 무료","영유아, 노인","5,000","0","1,000","1,000","5,000","20",,"문화가 있는날 무료","영유아, 노인","17","2","0",,"2","1","4",,"10",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000100","문화시설","미술관","양평군립미술관","경기","양평군","4183025021","양평읍 양근리","4183025000","양평읍","418304451442","경기도 양평군 양평읍 문화복지길 2","12546","다사985442","127.4839989","37.49709935","공립","2종","031-775-8515","2011.12.16","O","2012.12.17","경기-공립21-2012-11호","www.ymuseum.org","X",,"X","8,069","4,185","1,685",,"375","120","62","1,100","연4회","14","241","46,352","192",,,,,,,,,,"1,000","500","500","700","1,000","30",,"문화가 있는 날 무료입장
그린카드 소지자 1인 무료 입장
-예술인패스 30%
-23.11월_한달내내양평여생(무료)
-23.12~24.1월_겨울엔 양평(무료)","군인, 경로, 장애인, 유공자, 양평군민, 36개월 미만","314","0","0",,"6",,"4",,"304",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000101","문화시설","미술관","여주시 미술관 아트뮤지엄 려","경기","여주시","4167011200","상거동","4167051000","여흥동","416703214025","경기도 여주시 명품로 37","12646","라사097156","127.6095249","37.23943655","공립","2종","031-887-2630","2019.11.15","O","2021.11.04","경기-공립21-2021-03호","www.yeoju.go.kr/ryeo","X",,"X","1,041","561","335",,"112","43","32",,"연3회","7","310","27,365","88",,,,,,,,,,,,,,,,,,,"3","2","0",,"2",,,,"1",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000102","문화시설","미술관","오산시립미술관","경기","오산시","4137010900","은계동","4137051000","중앙동","413703198046","경기도 오산시 현충로 100","18131","다사624069","127.0771202","37.16033895","공립","1종","031-379-9940","2012.12.12","O","2020.09.14","경기-공립13-2017-06호","www.osan.go.kr/arts/main.do","X",,"X","450","3,173","649",,,"65",,,"연3회","1","311","38,557","124",,,,,,,,,"전체",,,,,,,,,,"288","0","0","1",,,,,"287",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000103","문화시설","미술관","이천시립월전미술관","경기","이천시","4150010200","관고동","4150053000","관고동","415004421057","경기도 이천시 경충대로 2709번길 185","17379","다사932201","127.4240472","37.28016656","공립","1종","031-637-0032","2007.08.14","O","2008.03.31","경기-공립13-2008-05호","www.i-woljeon.org","O","무료","X","9,505","2,008","637",,"78","219",,,"연5회","16","303","21,154","70","2,000","0","600","1,000","1,000","30","30, 50","그린카드 예술인패스(30%)
이천시민, 이천시교류도시, 이천시 주둔 군부대의 장병 및 장병과 동행한 가족인 자, 이천시 명예시민인 자(50%)","만 65세 이상, 보호자 동반 만 6세 이하 어린이, 국가유공자증 및 국가유공자 유족증 소지자, 독립유공자증 및 독립유공자 유족증 소지자, 5.18민주유공자증 및 5.18민주유공자유족증 소지자, 장애인등록증 소지자","2,000","0","600","1,000","1,000","30","30, 50","그린카드 예술인패스(30%)
이천시민, 이천시교류도시, 이천시 주둔 군부대의 장병 및 장병과 동행한 가족인 자, 이천시 명예시민인 자(50%)","만 65세 이상, 보호자 동반 만 6세 이하 어린이, 국가유공자증 및 국가유공자 유족증 소지자, 독립유공자증 및 독립유공자 유족증 소지자, 5.18민주유공자증 및 5.18민주유공자유족증 소지자, 장애인등록증 소지자","9","0","0",,"3",,"5","1",,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000104","문화시설","미술관","양주시립민복진미술관","경기","양주시","4163034024","장흥면 석현리","4163034000","장흥면","416303212007","경기도 양주시 장흥면 권율로 192","11519","다사514703","126.9493295","37.73115478","공립","1종","031-8082-4255","2022.03.04","O","2022.04.11","경기-공립13-2022-01호","www.yangju.go.kr/minbokjin/index.do","X",,"X","1,980","895","447",,,"54","17","5,000","연2회","6","310","64,484","208","5,000","0","1,000","1,000","5,000","30","50","양주시민","영유아, 노인","5,000","0","0","1,000","5,000","30","50","양주시민","영유아, 노인","12","1","1",,"1","1","2",,"7",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000105","문화시설","미술관","C ART MUSEUM","경기","양평군","4183038028","양동면 단석리","4183038000","양동면","418304451226","경기도 양평군 양동면 다락근이길 57-13","12538","라사210328","127.7373348","37.39488762","사립","1종","031-775-6945","2006.02.06","O","2021.12.21","경기-사립13-2021-04호","www.cartmuseum.com","X",,"X","5,230","2,068","296",,,"185","196","1,000","연1회","2","360","1,500","4","10,000","0","5,000","5,000","7,000","20","15","교회단체","국가유공자",,,,,,,,,,"6","0","0",,,,,,,"3","2",,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
